,ID,Titles,Date,Author,Technique,Height(cm),Width(cm),Origin,Support
122,P001325,Martirio de San Sebastián y San Policarpo,Hacia  1470,"García de Benabarre, Pedro",Óleo,160,68,"Adquirida a Manuel Rivadeneyra, 1866, con destino al Museo de la Trinidad.",Tabla
123,P001297,"La Virgen con el Niño, llamada la Madonna Durán",Antes de  1489,Maestro de Miraflores,Óleo,146,81,"Monasterio del Parral, Segovia, de donde se recogió en 1838 con destino al Museo de la Trinidad",Tabla pasada a lienzo
124,P001557,Tríptico de la Natividad,1470 - 1472,"Memling, Hans",Óleo,95,271,"Colección Real (Castillo de Aceca, Villaseca de la Sagra-Toledo, oratorio; Palacio Real, Aranjuez-Madrid).",Tabla
125,P008369,Calvario con santos y donantes,Hacia  1475,"Goes, Hugo Van Der",Óleo,"125,5","140,5","Adquirido por el Estado, entre el Ministerio de Cultura y Deporte y el Museo del Prado, en Christie's Ibérica, Madrid, 2021",Tabla
126,P002706,La pintura de los primitivos flamencos en España,1470 - 1500,Maestro de la Leyenda de Santa Catalina,Óleo,45,29,"Legado Pablo Bosch y Barrau, 1916",Tabla
127,P001335,Virgen del caballero de Montesa,1472 - 1476,"San Leocadio, Paolo de",Óleo,102,96,"Lorenzo Albarrán, hasta 1920; adquirido para el Museo Nacional de Pinturas y Escultura, 1920.",Tabla
128,P001323,Santo Domingo de Silos entronizado como obispo,"1474 - 1477 (1474-1477, datación anterior al catálogo de J.Molina, MNP, 2018. que lo fecha entre 1474- h.1479)","Bermejo, Bartolomé",Óleo,242,130,"Sacristía de Santo Domingo, Daroca (Zaragoza); recogido por Paulino Savirón para el Museo Arqueológico Nacional, 1869-71; ingresó en el Museo del Prado, por permuta, 1920.",Tabla
129,P003092,Cristo muerto,1475 - 1476,"Messina, Antonello de",Técnica mixta,74,51,"Catalina de la Cerda y Sandoval, VII condesa de Lemos, 1633; convento de la Concepción de Monforte de Lemos, hasta 1809; Manuel Antero Yáñez, Monforte de Lemos, 1862; Matías Yañez Rivada, Monforte de Lemos, hasta 1881; adquirido por Rosa Mendiluce en 1881, de quien pasó a su nieto Juan Miguel Albisu; adquirido por el Museo del Prado en 1965.",Tabla
130,P007660,Cristo entre la Virgen y san Juan,1475 - 1480,"Cruz, Diego de la",Óleo,136,114,"Adquisición a María Gudiol Corominas con fondos del legado Villaescusa, 1993.",Tabla de madera de pino
131,P002519,Predela con la Resurrección de Cristo,1475 - 1485,"Ximénez, Miguel",Técnica mixta,70,200,"Iglesia de Santa María en Ejea de los Caballeros ; adquirido por el Patronato del Tesoro Artístico, con destino al Museo del Prado, 1930",Tabla
132,P002596,La cena en casa de Simón (fragmento),Hacia  1480,Maestro de Robredo,Técnica mixta,39,51,"Adquisición a F. Kleinberger, París, 1935.",Tabla
133,P002663,modelos,1475 - 1485,Maestro de la Leyenda de Santa Catalina,Óleo,100,71,"Legado Pablo Bosch y Barrau, 1916",Tabla
134,P006895,San Miguel Arcángel,1475 - 1485,"Ximénez, Miguel",Técnica mixta,"123,5","60,8","Iglesia parroquial de Santa María de Ejea de los Caballeros, Zaragoza; adquirido por el Museo del Prado, 1982.",Tabla
135,P007774,La Crucifixión,Hacia  1480,"Bernat, Martín",Técnica mixta,126,92,"Colección privada, Barcelona. Adquirido en Sotheby's, Madrid, 2001.",Tabla
136,P001295,Tentaciones de San Antonio Abad,1475 - 1500,Anónimo,Técnica mixta,111,78,"Museo de la Trinidad, 1875",Tabla
137,P002829,San Pedro y San Andrés,1475 - 1500,Anónimo,Óleo,106,64,"Adquisición, 1932",Tabla
138,P002665,Dos cazadores (fragmento),1475 - 1500,Anónimo,Técnica mixta,94,30,"Legado Pablo Bosch y Barrau, 1916",Tabla
139,P006894,Santa Catalina,1475 - 1585,"Ximénez, Miguel",Técnica mixta,140,75,"Iglesia parroquial de Santa María de Ejea de los Caballeros, Zaragoza; adquirido por el Museo del Prado, 1982.",Tabla
140,P003233,Vocación de Santa Catalina de Siena,Último cuarto del siglo XV - Primer tercio del siglo XVI,"Romana, Pedro",Óleo,95,72,"Legado Antonio de Marichalar y Rodríguez, marqués de Montesa, 1973",Tabla
141,P006709,Santo Domingo de Silos,1478 - 1479,"Bernat, Martín",Óleo,145,94,"Retablo de la iglesia de Santo Domingo de Silos de Daroca (Zaragoza) hasta el siglo XVIII; Rafael García Palencia; Colección Duquesa de Parcent; Colección Hohenlohe, El Quexigal, 1979; Durán, Sala de Arte, Adquisición, 1981.",Tabla
142,P002516,ego sum vox qui clamat in desertum,1480 - 1485,"Cruz, Diego de la",Óleo,96,60,"Colección Romana Rueda, 1930; adquisición, 1930.",Tabla
143,P002543,gaudia paradisi,1480 - 1490,"Memling, Hans",Óleo,36,26,"Donación Mª. de los Dolores Hernández y Márquez, marquesa viuda de Cabriñana del Monte, 1894.",Tabla
144,P002668,Embarque en Jafa del cuerpo de Santiago el Mayor,1480 - 1490,"Bernat, Martín",Técnica mixta,159,73,"Legado Pablo Bosch y Barrau, 1916",Tabla
145,P002669,Traslado del cuerpo de Santiago el Mayor ante el palacio de la reina Lupa,1480 - 1490,"Bernat, Martín",Técnica mixta,159,73,"Legado Pablo Bosch y Barrau, 1916",Tabla
146,P006893,La Trinidad,1480 - 1490,"Ximénez, Miguel",Técnica mixta,90,90,"Colección Lanckronsky, Viena; Colección particular, Nueva York; adquirida a Arteuropa S. A. en 1981.",Tabla
147,P002709,La Virgen con el Niño,1480 - 1500,"Berruguete, Pedro",Técnica mixta,58,43,"Colección Golferich, Barcelona, 1907; Legado Pablo Bosch y Barrau, 1916",Tabla
148,P008024,Tríptico del Nacimiento de Cristo,1480 - 1500,Anónimo,Óleo,92,49,"Adquisición, 2009",Tabla de madera de nogal
149,P008025,Tríptico del Nacimiento de Cristo,1480 - 1500,Anónimo,Óleo,92,49,"Adquisición, 2009",Tabla de madera de nogal
150,P002693,La Dolorosa,1482 - 1484,"San Leocadio, Paolo de",Óleo,34,25,"Legado Pablo Bosch y Barrau, 1916",Tabla
151,P007135,La Dolorosa,1482 - 1484,"San Leocadio, Paolo de",Óleo,34,25,"Legado Pablo Bosch y Barrau, 1916.",Tabla
152,P002838,Decamerón,1483,"Botticelli, Sandro",Técnica mixta,"82,3",139,"Colección Pucci, Florencia, 1868; Alexander Barker, 1868-1879; Colección I. R. Leyland, 1879-1892; G. Aynard, 1892; Colección Spiridon, Berlin, hasta 1929; Francisco de Asís Cambó 1929-1941. Donación Francisco de Asís Cambó Batlle, 1941.",Tabla
153,P002839,Decamerón,1483,"Botticelli, Sandro",Técnica mixta,"82,5","138,5","Colección Pucci, Florencia, 1868; Alexander Barker, 1868-1879; Colección I. R. Leyland, 1879-1892; G. Aynard, 1892; Colección Spiridon, Berlin, hasta 1929;Francisco de Asís Cambó 1929-1941. Donación Francisco de Asís Cambó Batlle, 1941.",Tabla
154,P002840,Decamerón,1483,"Botticelli, Sandro",Técnica mixta,"83,5","142,5","Colección Pucci, Florencia, 1868; Alexander Barker, 1868-1879; Colección I. R. Leyland, 1879-1892; G. Aynard, 1892; Colección Spiridon, Berlin, hasta 1929; Francisco de Asís Cambó 1929-1941. Donación Francisco de Asís Cambó Batlle, 1941.",Tabla
155,P007023,Anunciación,1485 - 1490,Maestro de la Leyenda de Santa Lucía,Temple,205,167,"Adquirido a Arcadio Torres Marín, Palencia, 1985",Sarga
156,P001289,imagenes de pinsel de muy gentiles ordenanças del arte nuevo [...] finos colores labrados a oleo e de gentiles autos e continencias e graciosos rostros e extranjeros.,Hacia  1490,Maestro de don Álvaro de Luna,Técnica mixta,112,71,"Museo de la Trinidad, 1872",Tabla
157,P001290,La Coronación de la Virgen,Hacia  1490,Maestro de las Once Mil Vírgenes,Técnica mixta,129,95,"Museo de la Trinidad, 1875",Tabla
158,P001294,Imposición de la casulla a San Ildefonso,Hacia  1490,Maestro de las Once Mil Vírgenes,Temple,165,91,Museo de la Trinidad,Tabla
159,P001293,Santa Úrsula con las once mil vírgenes,Hacia  1490,Maestro de las Once Mil Vírgenes,Temple,112,79,"Museo de la Trinidad, 1875.",Tabla
160,P001322,La Virgen de la Leche,Hacia  1490,Maestro Bartolomé,Técnica mixta,52,35,"Adquisición a José María de Palacio y Abárzuza, conde de las Almenas, 1926.",Tabla
161,P001328,La Asunción de la Virgen,Hacia  1490,Maestro de las Once Mil Vírgenes,Técnica mixta,156,105,Adquisición,Tabla pasada a lienzo
162,P002425,La Lamentación,Hacia  1490,Maestro de don Álvaro de Luna,Técnica mixta,105,71,Museo de la Trinidad,Tabla
163,P002539,La Lamentación sobre el cuerpo de Cristo muerto,Hacia  1490,Maestro de la Virgo inter Virgines,Óleo,84,78,"Adquirida por la Junta Superior del Tesoro Artístico Nacional, condestino al Museo del Prado, 1928",Tabla
164,P002997,La Crucifixión,Hacia  1490,Maestro de Ávila,Técnica mixta,92,83,"Adquisición a Ana Baliscki, viuda de Weibel, 1959",Tabla de madera de pino
165,P006898,El,Hacia  1490,"Osona, Francisco de",Óleo,126,84,"¿Retablo de Santa María, Alicante?; Colección de los condes de Casas Rojas; Recuperación de Patrimonio por parte del Estado, procedente del Reino Unido y adscrita al Museo del Prado en 1983.",Tabla
166,P006899,El,Hacia  1490,"Osona, Francisco de",Óleo,128,84,"¿Retablo de Santa María, Alicante?; Colección de los condes de Casas Rojas; Recuperación de Patrimonio por parte del Estado, procedente del Reino Unido y adscrita al Museo del Prado en 1983.",Tabla
167,P006900,El,Hacia  1490,"Osona, Francisco de",Óleo,126,84,"¿Retablo de Santa María, Alicante?; Colección de los condes de Casas Rojas; Recuperación de Patrimonio por parte del Estado, procedente del Reino Unido y adscrita al Museo del Prado en 1983.",Tabla
168,P007656,Xerónimo.,Hacia  1490,Anónimo,Óleo,21,"13,3","Colección Bromley-Davenport, Capesthorne Hall, Macclesfield, Cheshire, Reino Unido; Christie's, Londres, 19-05-1992; Stanley Moss, Nueva York, 1993; adquisición con fondos del legado Villaescusa, 1993.",Tabla
169,P007769,Escenas de la vida de San Antonio Abad,Hacia  1490,"Abadía el Viejo, Juan de la",Óleo,190,57,"Colección Harding, Chicago; adquirida a Artur Ramón Art, Barcelona, 2001",Tabla
170,P007770,Escenas de la vida de San Antonio Abad,Hacia  1490,"Abadía el Viejo, Juan de la",Óleo,190,57,"Adquirido en Artur Ramon Art, 2001",Tabla
171,P000050,Sacra conversazione,Hacia  1490,"Bellini, Giovanni",Óleo,77,104,"Colección Real (colección Carlo Maratti, Roma, 1712; adquirida por Felipe V, 1723, nº 173; colección Felipe V, Palacio de La Granja de San Ildefonso, Segovia, pieza de la chimenea, 1746, nº 341; La Granja, 1794, nº 341; La Granja, 1814-1818, nº 341).",Tabla
172,P000576,IOANNES BELLINUS,Finales del siglo XV,Anónimo,Óleo,44,34,"Madrid, Convento de San Pascual, de franciscanas descalzas; Museo de la Trinidad.",Tabla
173,P001305,La prueba del fuego (Santo Domingo y los albigenses),Finales del siglo XV,"Berruguete, Pedro",Técnica mixta,113,75,"Legado Rosa Rodríguez Vaamonde de Fuente Alcázar, 1898",Tabla
174,P007689,El Calvario,Finales del siglo XV,Anónimo,Óleo,168,127,"Adquirido por el Museo del Prado con fondos del legado Villaescusa, 1994",Tabla
175,P002701,Dolorosa,Finales del siglo XV,"Bouts, Dirk",Óleo,35,24,"Legado Pablo Bosch y Barrau, 1916",Tabla
176,P005753,Cristo crucificado con la Virgen y San Juan,Finales del siglo XV,Anónimo,Óleo,149,122,Museo de la Trinidad,Tabla
177,P001560,"Non peccavi, et in amaritudinibus moratur oculus meus. Libera me Domine et pone me juxta te, et cujusvis manus pugnet contra me ",Finales del siglo XV - Primera mitad del siglo XVI,"Cleve, Joos van",Óleo,62,54,"Colección Real (¿Palacio del Buen Retiro, Madrid, despacho del rey, 1772, nº 207?; ¿Palacio Real, Madrid, cuarto del capitán de guardias, 1814-1818, nº 119?).",Tabla
178,P002048,Een voert al,Hacia  1494,El Bosco,Grisalla,"26,8","147,4","Encargada por Peeter Scheyfve y Agneese de Gramme, de Amberes, al Bosco, h. 1494; enviada por Felipe II al monasterio de San Lorenzo del Escorial, 1574; trasladada desde el Escorial al Museo del Prado por real orden de 13 de abril de 1839, desde la Iglesia Vieja; en el Museo del Prado desde 1839",Tabla de madera de roble
179,P002048/003,La donante Agneese de Gramme protegida por Santa Inés,Hacia  1494,El Bosco,Óleo,"147,4",42,"Encargada por Peeter Scheyfve y Agneese de Gramme, de Amberes, al Bosco, h. 1494; enviada por Felipe II al monasterio de San Lorenzo del Escorial, 1574; trasladada desde el Escorial al Museo del Prado por real orden de 13 de abril de 1839, desde la Iglesia Vieja; en el Museo del Prado desde 1839",Tabla de madera de roble
180,P000244,La Virgen y San José adorando al Niño,1489 - 1504,"Maineri da Parma, Gian Francesco de",Óleo,63,48,"Colección Real (Isabel de Farnesio, Palacio de La Granja de San Ildefonso, Segovia, 1746, nº 1129; La Granja, pieza de la tribuna, 1766, nº 1129; La Granja, 1794, nº 1129; La Granja, 1814-1818, nº 1129; La Granja, pieza sexta, 1827, nº 112[9]).",Tabla
181,P002834,La Natividad,1490 (Ca.),"Osona, Francisco de",Óleo,78,44,"Adscrita al Museo del Prado, procedente de la Comisaría General del Patrimonio Artístico Nacional, 1941.",Tabla
182,P002835,La Natividad,1490 (Ca),"Osona, Francisco de",Óleo,78,46,"Adscrita al Museo del Prado, procedente de la Comisaría General del Patrimonio Artístico Nacional, 1941.",Tabla
183,P006897,Cristo ante Anás,1490 (Ca.),"Osona, Francisco de",Óleo,126,84,"¿Retablo de Santa María, Alicante?; Colección de los condes de Casas Rojas; recuperación de Patrimonio por parte del Estado, procedente del Reino Unido y adscrita al Museo del Prado en 1983.",Tabla
184,P006902,El Prendimiento,1490 (Ca.),"Osona, Francisco de",Óleo,126,84,"¿Retablo de Santa María, Alicante?; Colección de los condes de Casas Rojas; Recuperación de Patrimonio por parte del Estado, procedente del Reino Unido y adscrita al Museo del Prado en 1983.",Tabla
185,P007802,Memoria de Actividades Museo Nacional del Prado,1490 - 1495,Anónimo,Óleo,104,"82,4","Adquirido en Finarte, Madrid, 2001",Tabla
186,P001922,San Juan Bautista,1490 - 1495,Anónimo,Óleo,108,46,"Museo de la Trinidad, 1875",Tabla
187,P001923,San Juan Evangelista,1490 - 1495,Anónimo,Óleo,108,46,"Museo de la Trinidad, 1875",Tabla
188,P000705,La Visitación,1490 - 1500,"Segovia, Juan de",Óleo,97,54,"Burgos, Cartuja de Santa María de Miraflores; Museo de la Trinidad.",Tabla
189,P000706,El nacimiento de san Juan Bautista,1490 - 1500,"Segovia, Juan de",Óleo,90,55,"Cartuja de Santa María de Miraflores, Burgos; Museo de la Trinidad.",Tabla
190,P000707,La predicación de San Juan Bautista,1490 - 1500,"Segovia, Juan de",Técnica mixta,113,70,"Cartuja de Santa María de Miraflores, Burgos; Museo de la Trinidad.",Tabla
191,P000708,El Bautismo de Cristo,1490 - 1500,"Segovia, Juan de",Técnica mixta,113,76,"Cartuja de Santa María de Miraflores, Burgos; Museo de la Trinidad.",Tabla
192,P000709,La detención de san Juan Bautista,1490 - 1500,"Segovia, Juan de",Óleo,94,53,"Cartuja de Santa María de Miraflores, Burgos; Museo de la Trinidad.",Tabla
193,P000710,La decapitación de san Juan Bautista,1490 - 1500,"Segovia, Juan de",Óleo,98,54,"Cartuja de Santa María de Miraflores, Burgos; Museo de la Trinidad.",Tabla
194,P001291,"Boletín del Museo del Prado,",Hacia  1495,Maestro de don Álvaro de Luna,Óleo,"106,5",120,"Madrid, Convento de Nuestra Señora de los Ángeles (donación de Leonor de Mascareñas), 1564-1835; Museo de la Trinidad, 1835-1872.",Tabla
195,P002823,Jardín de las delicias,1490 - 1500,El Bosco,Grisalla,"185,8","172,5","Engelbrecht II de Nassau, 1490/1500-4; Hendrik III de Nassau, 1504-38; René de Châlon, 1538-44; Guillermo I de Orange, 1544-67; confiscado en Bruselas por Fernando Alvárez de Toledo, duque de Alba, 28 de mayo de 1568; Fernando de Toledo, hijo ilegítimo del duque de Alba, 1568-91; comprado en su almoneda por Felipe II, 1591; sexta entrega de Felipe II al monasterio de San Lorenzo del Escorial, 8 de julio de 1593; trasladado al Museo del Prado en 1933 procedente del monasterio del Escorial; por Decreto de 02-03-1943 quedó establecido su depósito en el Museo del Prado; depósito del Patrimonio Nacional perteneciente al Real Patronato del Monasterio de San Lorenzo de El Escorial",Tabla de madera de roble
196,P002971,"Los Apóstoles Felipe, Bartolomé, y Matías",1490 - 1500,Maestro de la Colección Pacully,Técnica mixta,25,40,"Adquisición a José Luis Vilches Pérez, 1950.",Tabla
197,P002972,"Los Apóstoles Simón, Judas y Tomás",1490 - 1500,Maestro de la Colección Pacully,Técnica mixta,25,40,"Adquisición a José Luis Vilches Pérez, 1950",Tabla
198,P007097,"Tríptico abierto: Busto de Cristo, San Juan Bautista y San Pedro. Cerrado: San Juan Evangelista y Santa Columba",Hacia  1495,Antoniazzo Romano,Temple,94,132,Museo de la Trinidad,Tabla
199,P007097/001,Busto de Cristo,Hacia  1495,Antoniazzo Romano,Temple,87,62,Museo de la Trinidad,Tabla
200,P000577,La Virgen con el Niño,Hacia  1495,Antoniazzo Romano,Pintura al fresco,130,110,"Embajada de España en Roma; enviado al Museo del Prado por el Ministerio de Instrucción Pública, 1907",Revestimiento mural trasladado a lienzo
201,P001260,La Piedad,1491 - 1493,Maestro de la Virgen de los Reyes Católicos,Técnica mixta,123,112,"Ávila, Real Monasterio de Santo Tomás, de dominicos, Cuarto Real, capilla; Museo de la Trinidad.",Tabla
202,P000609,Santo Domingo y los albigenses,1491 - 1499,"Berruguete, Pedro",Óleo,122,83,"Ávila, Real Monasterio de Santo Tomás, de dominicos; Museo de la Trinidad.",Tabla
203,P000610,Santo Domingo resucita a un joven,1491 - 1499,"Berruguete, Pedro",Óleo,122,83,"Real Monasterio de Santo Tomás, de dominicos, Ávila; Museo de la Trinidad, 1872.",Tabla
204,P000612,San Pedro Mártir en oración,1491 - 1499,"Berruguete, Pedro",Óleo,133,86,"Real Monasterio de Santo Tomás, de dominicos, Ávila; Museo de la Trinidad, 1872.",Tabla
205,P000611,El milagro de la nube,1491 - 1499,"Berruguete, Pedro",Óleo,132,84,"Real Monasterio de Santo Tomás, de dominicos, Ávila; Museo de la Trinidad, 1872.",Tabla
206,P000613,Aparición de la Virgen a una comunidad de Dominicos,1491 - 1499,"Berruguete, Pedro",Óleo,128,82,"Real Monasterio de Santo Tomás, de dominicos, Ávila; Museo de la Trinidad, 1872.",Tabla
207,P000614,La leyenda dorada,1491 - 1499,"Berruguete, Pedro",Óleo,131,85,"Real Monasterio de Santo Tomás, de dominicos, Ávila; Museo de la Trinidad, 1872.",Tabla
208,P000615,La Aparición de la Virgen a una comunidad de dominicos,1491 - 1499,"Berruguete, Pedro",Óleo,130,86,"Real Monasterio de Santo Tomás, de dominicos, Ávila; Museo de la Trinidad, 1872.",Tabla
