,ID,,Titles,Date,Author,Technique,Height(cm),Width(cm),Origin,Support
112,P000248,25,"El Tránsito De La Virgen,",Hacia  1462,"Mantegna, Andrea",Técnica mixta,"54,5",42,"Almoneda de la Commonwealth, de los bienes de Carlos I de Inglaterra, 1649-1654; Colección Real (¿Palacio del Buen Retiro, Madrid, pinturas recogidas de las Casas Arzobispales, 1747, nº 346?; Palacio Real Nuevo, Madrid, primera pieza de la obra nueva, 1794, nº 341; Palacio Real, Madrid, primera pieza de la obra nueva, 1814-1818, nº 341).",Tabla
113,P001558,37,Tríptico De La Adoración De Los Magos,1460 - 1470,Maestro de la Adoración de los Magos del Prado,Óleo,60,55,"Colección Real (Real Monasterio de San Lorenzo, El Escorial, Madrid, capilla cuadrada del Tránsito)",Tabla
114,P001334,45,"San Vicente, Diácono Y Mártir, Con Un Donante",1462 - 1466,"Giner, Tomás",Técnica mixta,185,117,"Capilla del Arcediano, Seo de Zaragoza; recogido por Paulino Savirón para el Museo Arqueológico Nacional; ingresó en el Museo del Prado, por permuta, en 1920.",Tabla
115,P002998,21,Ferna[N]Do Galleg[U]S,1465 - 1470,"Gallego, Fernando",Técnica mixta,118,111,"Adquisición a Ana Baliscki, viuda de Weibel, 1959.",Tabla de madera de pino
116,P002575,14,La Anunciación,Hacia  1470,Maestro de Sopetrán,Óleo,103,60,"Monasterio de Sopetrán, Torre del Burgo, Guadalajara, 1934.",Tabla
117,P002576,22,El Duque Del Infantado,Hacia  1470,Maestro de Sopetrán,Óleo,103,60,"Monasterio de Sopetrán, Torre del Burgo, Guadalajara, 1934.",Tabla
118,P002577,12,La Natividad,Hacia  1470,Maestro de Sopetrán,Óleo,103,60,"Monasterio de Sopetrán, Torre del Burgo, Guadalajara, 1934.",Tabla
119,P002578,21,Tránsito De La Virgen,Hacia  1470,Maestro de Sopetrán,Óleo,103,60,"Monasterio de Sopetrán, Torre del Burgo, Guadalajara, 1934.",Tabla
120,P007860,14,La Lamentación,Hacia  1470,Anónimo,Técnica mixta,148,97,"Adquisición, 2003",Tabla
121,P001324,98,San Sebastián Habla A Marcos Y A Marceliano Y San Sebastián Y San Policarpo Destruyendo Los Ídolos,Hacia  1470,"García de Benabarre, Pedro",Óleo,160,68,"Adquirida a Manuel Rivadeneyra, 1866, con destino al Museo de la Trinidad.",Tabla
122,P001325,41,Martirio De San Sebastián Y San Policarpo,Hacia  1470,"García de Benabarre, Pedro",Óleo,160,68,"Adquirida a Manuel Rivadeneyra, 1866, con destino al Museo de la Trinidad.",Tabla
123,P001297,47,"La Virgen Con El Niño, Llamada La Madonna Durán",Antes de  1489,Maestro de Miraflores,Óleo,146,81,"Monasterio del Parral, Segovia, de donde se recogió en 1838 con destino al Museo de la Trinidad",Tabla pasada a lienzo
124,P001557,24,Tríptico De La Natividad,1470 - 1472,"Memling, Hans",Óleo,95,271,"Colección Real (Castillo de Aceca, Villaseca de la Sagra-Toledo, oratorio; Palacio Real, Aranjuez-Madrid).",Tabla
125,P008369,30,Calvario Con Santos Y Donantes,Hacia  1475,"Goes, Hugo Van Der",Óleo,"125,5","140,5","Adquirido por el Estado, entre el Ministerio de Cultura y Deporte y el Museo del Prado, en Christie's Ibérica, Madrid, 2021",Tabla
126,P002706,48,La Pintura De Los Primitivos Flamencos En España,1470 - 1500,Maestro de la Leyenda de Santa Catalina,Óleo,45,29,"Legado Pablo Bosch y Barrau, 1916",Tabla
127,P001335,31,Virgen Del Caballero De Montesa,1472 - 1476,"San Leocadio, Paolo de",Óleo,102,96,"Lorenzo Albarrán, hasta 1920; adquirido para el Museo Nacional de Pinturas y Escultura, 1920.",Tabla
128,P001323,46,Santo Domingo De Silos Entronizado Como Obispo,"1474 - 1477 (1474-1477, datación anterior al catálogo de J.Molina, MNP, 2018. que lo fecha entre 1474- h.1479)","Bermejo, Bartolomé",Óleo,242,130,"Sacristía de Santo Domingo, Daroca (Zaragoza); recogido por Paulino Savirón para el Museo Arqueológico Nacional, 1869-71; ingresó en el Museo del Prado, por permuta, 1920.",Tabla
129,P003092,13,Cristo Muerto,1475 - 1476,"Messina, Antonello de",Técnica mixta,74,51,"Catalina de la Cerda y Sandoval, VII condesa de Lemos, 1633; convento de la Concepción de Monforte de Lemos, hasta 1809; Manuel Antero Yáñez, Monforte de Lemos, 1862; Matías Yañez Rivada, Monforte de Lemos, hasta 1881; adquirido por Rosa Mendiluce en 1881, de quien pasó a su nieto Juan Miguel Albisu; adquirido por el Museo del Prado en 1965.",Tabla
130,P007660,33,Cristo Entre La Virgen Y San Juan,1475 - 1480,"Cruz, Diego de la",Óleo,136,114,"Adquisición a María Gudiol Corominas con fondos del legado Villaescusa, 1993.",Tabla de madera de pino
131,P002519,37,Predela Con La Resurrección De Cristo,1475 - 1485,"Ximénez, Miguel",Técnica mixta,70,200,"Iglesia de Santa María en Ejea de los Caballeros ; adquirido por el Patronato del Tesoro Artístico, con destino al Museo del Prado, 1930",Tabla
132,P002596,36,La Cena En Casa De Simón (Fragmento),Hacia  1480,Maestro de Robredo,Técnica mixta,39,51,"Adquisición a F. Kleinberger, París, 1935.",Tabla
133,P002663,7,Modelos,1475 - 1485,Maestro de la Leyenda de Santa Catalina,Óleo,100,71,"Legado Pablo Bosch y Barrau, 1916",Tabla
134,P006895,19,San Miguel Arcángel,1475 - 1485,"Ximénez, Miguel",Técnica mixta,"123,5","60,8","Iglesia parroquial de Santa María de Ejea de los Caballeros, Zaragoza; adquirido por el Museo del Prado, 1982.",Tabla
135,P007774,14,La Crucifixión,Hacia  1480,"Bernat, Martín",Técnica mixta,126,92,"Colección privada, Barcelona. Adquirido en Sotheby's, Madrid, 2001.",Tabla
136,P001295,31,Tentaciones De San Antonio Abad,1475 - 1500,Anónimo,Técnica mixta,111,78,"Museo de la Trinidad, 1875",Tabla
137,P002829,22,San Pedro Y San Andrés,1475 - 1500,Anónimo,Óleo,106,64,"Adquisición, 1932",Tabla
138,P002665,25,Dos Cazadores (Fragmento),1475 - 1500,Anónimo,Técnica mixta,94,30,"Legado Pablo Bosch y Barrau, 1916",Tabla
139,P006894,14,Santa Catalina,1475 - 1585,"Ximénez, Miguel",Técnica mixta,140,75,"Iglesia parroquial de Santa María de Ejea de los Caballeros, Zaragoza; adquirido por el Museo del Prado, 1982.",Tabla
140,P003233,35,Vocación De Santa Catalina De Siena,Último cuarto del siglo XV - Primer tercio del siglo XVI,"Romana, Pedro",Óleo,95,72,"Legado Antonio de Marichalar y Rodríguez, marqués de Montesa, 1973",Tabla
141,P006709,57,Fernando I De Castilla Acogiendo A Santo Domingo De Silos,1478 - 1479,"Bernat, Martín",Óleo,145,94,"Retablo de la iglesia de Santo Domingo de Silos de Daroca (Zaragoza) hasta el siglo XVIII; Rafael García Palencia; Colección Duquesa de Parcent; Colección Hohenlohe, El Quexigal, 1979; Durán, Sala de Arte, Adquisición, 1981.",Tabla
142,P002516,34,Ego Sum Vox Qui Clamat In Desertum,1480 - 1485,"Cruz, Diego de la",Óleo,96,60,"Colección Romana Rueda, 1930; adquisición, 1930.",Tabla
143,P002543,15,Gaudia Paradisi,1480 - 1490,"Memling, Hans",Óleo,36,26,"Donación Mª. de los Dolores Hernández y Márquez, marquesa viuda de Cabriñana del Monte, 1894.",Tabla
144,P002668,48,Embarque En Jafa Del Cuerpo De Santiago El Mayor,1480 - 1490,"Bernat, Martín",Técnica mixta,159,73,"Legado Pablo Bosch y Barrau, 1916",Tabla
145,P002669,73,Traslado Del Cuerpo De Santiago El Mayor Ante El Palacio De La Reina Lupa,1480 - 1490,"Bernat, Martín",Técnica mixta,159,73,"Legado Pablo Bosch y Barrau, 1916",Tabla
146,P006893,11,La Trinidad,1480 - 1490,"Ximénez, Miguel",Técnica mixta,90,90,"Colección Lanckronsky, Viena; Colección particular, Nueva York; adquirida a Arteuropa S. A. en 1981.",Tabla
147,P002709,21,La Virgen Con El Niño,1480 - 1500,"Berruguete, Pedro",Técnica mixta,58,43,"Colección Golferich, Barcelona, 1907; Legado Pablo Bosch y Barrau, 1916",Tabla
148,P008024,33,Tríptico Del Nacimiento De Cristo,1480 - 1500,Anónimo,Óleo,92,49,"Adquisición, 2009",Tabla de madera de nogal
149,P008025,33,Tríptico Del Nacimiento De Cristo,1480 - 1500,Anónimo,Óleo,92,49,"Adquisición, 2009",Tabla de madera de nogal
150,P002693,11,La Dolorosa,1482 - 1484,"San Leocadio, Paolo de",Óleo,34,25,"Legado Pablo Bosch y Barrau, 1916",Tabla
151,P007135,11,La Dolorosa,1482 - 1484,"San Leocadio, Paolo de",Óleo,34,25,"Legado Pablo Bosch y Barrau, 1916.",Tabla
152,P002838,9,Decamerón,1483,"Botticelli, Sandro",Técnica mixta,"82,3",139,"Colección Pucci, Florencia, 1868; Alexander Barker, 1868-1879; Colección I. R. Leyland, 1879-1892; G. Aynard, 1892; Colección Spiridon, Berlin, hasta 1929; Francisco de Asís Cambó 1929-1941. Donación Francisco de Asís Cambó Batlle, 1941.",Tabla
153,P002839,9,Decamerón,1483,"Botticelli, Sandro",Técnica mixta,"82,5","138,5","Colección Pucci, Florencia, 1868; Alexander Barker, 1868-1879; Colección I. R. Leyland, 1879-1892; G. Aynard, 1892; Colección Spiridon, Berlin, hasta 1929;Francisco de Asís Cambó 1929-1941. Donación Francisco de Asís Cambó Batlle, 1941.",Tabla
154,P002840,9,Decamerón,1483,"Botticelli, Sandro",Técnica mixta,"83,5","142,5","Colección Pucci, Florencia, 1868; Alexander Barker, 1868-1879; Colección I. R. Leyland, 1879-1892; G. Aynard, 1892; Colección Spiridon, Berlin, hasta 1929; Francisco de Asís Cambó 1929-1941. Donación Francisco de Asís Cambó Batlle, 1941.",Tabla
155,P007023,11,Anunciación,1485 - 1490,Maestro de la Leyenda de Santa Lucía,Temple,205,167,"Adquirido a Arcadio Torres Marín, Palencia, 1985",Sarga
156,P001289,166,Imagenes De Pinsel De Muy Gentiles Ordenanças Del Arte Nuevo [...] Finos Colores Labrados A Oleo E De Gentiles Autos E Continencias E Graciosos Rostros E Extranjeros.,Hacia  1490,Maestro de don Álvaro de Luna,Técnica mixta,112,71,"Museo de la Trinidad, 1872",Tabla
157,P001290,26,La Coronación De La Virgen,Hacia  1490,Maestro de las Once Mil Vírgenes,Técnica mixta,129,95,"Museo de la Trinidad, 1875",Tabla
158,P001294,40,Imposición De La Casulla A San Ildefonso,Hacia  1490,Maestro de las Once Mil Vírgenes,Temple,165,91,Museo de la Trinidad,Tabla
159,P001293,38,Santa Úrsula Con Las Once Mil Vírgenes,Hacia  1490,Maestro de las Once Mil Vírgenes,Temple,112,79,"Museo de la Trinidad, 1875.",Tabla
160,P001322,21,La Virgen De La Leche,Hacia  1490,Maestro Bartolomé,Técnica mixta,52,35,"Adquisición a José María de Palacio y Abárzuza, conde de las Almenas, 1926.",Tabla
161,P001328,24,La Asunción De La Virgen,Hacia  1490,Maestro de las Once Mil Vírgenes,Técnica mixta,156,105,Adquisición,Tabla pasada a lienzo
162,P002425,14,La Lamentación,Hacia  1490,Maestro de don Álvaro de Luna,Técnica mixta,105,71,Museo de la Trinidad,Tabla
163,P002539,47,La Lamentación Sobre El Cuerpo De Cristo Muerto,Hacia  1490,Maestro de la Virgo inter Virgines,Óleo,84,78,"Adquirida por la Junta Superior del Tesoro Artístico Nacional, condestino al Museo del Prado, 1928",Tabla
164,P002997,14,La Crucifixión,Hacia  1490,Maestro de Ávila,Técnica mixta,92,83,"Adquisición a Ana Baliscki, viuda de Weibel, 1959",Tabla de madera de pino
165,P006898,27,Pilatos Lavándose Las Manos,Hacia  1490,"Osona, Francisco de",Óleo,126,84,"¿Retablo de Santa María, Alicante?; Colección de los condes de Casas Rojas; Recuperación de Patrimonio por parte del Estado, procedente del Reino Unido y adscrita al Museo del Prado en 1983.",Tabla
166,P006899,14,La Flagelación,Hacia  1490,"Osona, Francisco de",Óleo,128,84,"¿Retablo de Santa María, Alicante?; Colección de los condes de Casas Rojas; Recuperación de Patrimonio por parte del Estado, procedente del Reino Unido y adscrita al Museo del Prado en 1983.",Tabla
167,P006900,23,La Oración En El Huerto,Hacia  1490,"Osona, Francisco de",Óleo,126,84,"¿Retablo de Santa María, Alicante?; Colección de los condes de Casas Rojas; Recuperación de Patrimonio por parte del Estado, procedente del Reino Unido y adscrita al Museo del Prado en 1983.",Tabla
168,P007656,27,La Reina Isabel La Católica,Hacia  1490,Anónimo,Óleo,21,"13,3","Colección Bromley-Davenport, Capesthorne Hall, Macclesfield, Cheshire, Reino Unido; Christie's, Londres, 19-05-1992; Stanley Moss, Nueva York, 1993; adquisición con fondos del legado Villaescusa, 1993.",Tabla
169,P007769,38,Escenas De La Vida De San Antonio Abad,Hacia  1490,"Abadía el Viejo, Juan de la",Óleo,190,57,"Colección Harding, Chicago; adquirida a Artur Ramón Art, Barcelona, 2001",Tabla
170,P007770,38,Escenas De La Vida De San Antonio Abad,Hacia  1490,"Abadía el Viejo, Juan de la",Óleo,190,57,"Adquirido en Artur Ramon Art, 2001",Tabla
171,P000050,19,Sacra Conversazione,Hacia  1490,"Bellini, Giovanni",Óleo,77,104,"Colección Real (colección Carlo Maratti, Roma, 1712; adquirida por Felipe V, 1723, nº 173; colección Felipe V, Palacio de La Granja de San Ildefonso, Segovia, pieza de la chimenea, 1746, nº 341; La Granja, 1794, nº 341; La Granja, 1814-1818, nº 341).",Tabla
172,P000576,16,Ioannes Bellinus,Finales del siglo XV,Anónimo,Óleo,44,34,"Madrid, Convento de San Pascual, de franciscanas descalzas; Museo de la Trinidad.",Tabla
173,P001305,52,La Prueba Del Fuego (Santo Domingo Y Los Albigenses),Finales del siglo XV,"Berruguete, Pedro",Técnica mixta,113,75,"Legado Rosa Rodríguez Vaamonde de Fuente Alcázar, 1898",Tabla
174,P007689,11,El Calvario,Finales del siglo XV,Anónimo,Óleo,168,127,"Adquirido por el Museo del Prado con fondos del legado Villaescusa, 1994",Tabla
175,P002701,8,Dolorosa,Finales del siglo XV,"Bouts, Dirk",Óleo,35,24,"Legado Pablo Bosch y Barrau, 1916",Tabla
176,P005753,43,Cristo Crucificado Con La Virgen Y San Juan,Finales del siglo XV,Anónimo,Óleo,149,122,Museo de la Trinidad,Tabla
177,P001560,128,"Non Peccavi, Et In Amaritudinibus Moratur Oculus Meus. Libera Me Domine Et Pone Me Juxta Te, Et Cujusvis Manus Pugnet Contra Me ",Finales del siglo XV - Primera mitad del siglo XVI,"Cleve, Joos van",Óleo,62,54,"Colección Real (¿Palacio del Buen Retiro, Madrid, despacho del rey, 1772, nº 207?; ¿Palacio Real, Madrid, cuarto del capitán de guardias, 1814-1818, nº 119?).",Tabla
178,P002048,12,Een Voert Al,Hacia  1494,El Bosco,Grisalla,"26,8","147,4","Encargada por Peeter Scheyfve y Agneese de Gramme, de Amberes, al Bosco, h. 1494; enviada por Felipe II al monasterio de San Lorenzo del Escorial, 1574; trasladada desde el Escorial al Museo del Prado por real orden de 13 de abril de 1839, desde la Iglesia Vieja; en el Museo del Prado desde 1839",Tabla de madera de roble
179,P002048/003,53,La Donante Agneese De Gramme Protegida Por Santa Inés,Hacia  1494,El Bosco,Óleo,"147,4",42,"Encargada por Peeter Scheyfve y Agneese de Gramme, de Amberes, al Bosco, h. 1494; enviada por Felipe II al monasterio de San Lorenzo del Escorial, 1574; trasladada desde el Escorial al Museo del Prado por real orden de 13 de abril de 1839, desde la Iglesia Vieja; en el Museo del Prado desde 1839",Tabla de madera de roble
180,P000244,37,La Virgen Y San José Adorando Al Niño,1489 - 1504,"Maineri da Parma, Gian Francesco de",Óleo,63,48,"Colección Real (Isabel de Farnesio, Palacio de La Granja de San Ildefonso, Segovia, 1746, nº 1129; La Granja, pieza de la tribuna, 1766, nº 1129; La Granja, 1794, nº 1129; La Granja, 1814-1818, nº 1129; La Granja, pieza sexta, 1827, nº 112[9]).",Tabla
181,P002834,12,La Natividad,1490 (Ca.),"Osona, Francisco de",Óleo,78,44,"Adscrita al Museo del Prado, procedente de la Comisaría General del Patrimonio Artístico Nacional, 1941.",Tabla
182,P002835,12,La Natividad,1490 (Ca),"Osona, Francisco de",Óleo,78,46,"Adscrita al Museo del Prado, procedente de la Comisaría General del Patrimonio Artístico Nacional, 1941.",Tabla
183,P006897,16,Cristo Ante Anás,1490 (Ca.),"Osona, Francisco de",Óleo,126,84,"¿Retablo de Santa María, Alicante?; Colección de los condes de Casas Rojas; recuperación de Patrimonio por parte del Estado, procedente del Reino Unido y adscrita al Museo del Prado en 1983.",Tabla
184,P006902,15,El Prendimiento,1490 (Ca.),"Osona, Francisco de",Óleo,126,84,"¿Retablo de Santa María, Alicante?; Colección de los condes de Casas Rojas; Recuperación de Patrimonio por parte del Estado, procedente del Reino Unido y adscrita al Museo del Prado en 1983.",Tabla
185,P007802,47,Memoria De Actividades Museo Nacional Del Prado,1490 - 1495,Anónimo,Óleo,104,"82,4","Adquirido en Finarte, Madrid, 2001",Tabla
186,P001922,17,San Juan Bautista,1490 - 1495,Anónimo,Óleo,108,46,"Museo de la Trinidad, 1875",Tabla
187,P001923,20,San Juan Evangelista,1490 - 1495,Anónimo,Óleo,108,46,"Museo de la Trinidad, 1875",Tabla
188,P000705,13,La Visitación,1490 - 1500,"Segovia, Juan de",Óleo,97,54,"Burgos, Cartuja de Santa María de Miraflores; Museo de la Trinidad.",Tabla
189,P000706,34,El Nacimiento De San Juan Bautista,1490 - 1500,"Segovia, Juan de",Óleo,90,55,"Cartuja de Santa María de Miraflores, Burgos; Museo de la Trinidad.",Tabla
190,P000707,35,La Predicación De San Juan Bautista,1490 - 1500,"Segovia, Juan de",Técnica mixta,113,70,"Cartuja de Santa María de Miraflores, Burgos; Museo de la Trinidad.",Tabla
191,P000708,21,El Bautismo De Cristo,1490 - 1500,"Segovia, Juan de",Técnica mixta,113,76,"Cartuja de Santa María de Miraflores, Burgos; Museo de la Trinidad.",Tabla
192,P000709,33,La Detención De San Juan Bautista,1490 - 1500,"Segovia, Juan de",Óleo,94,53,"Cartuja de Santa María de Miraflores, Burgos; Museo de la Trinidad.",Tabla
193,P000710,36,La Decapitación De San Juan Bautista,1490 - 1500,"Segovia, Juan de",Óleo,98,54,"Cartuja de Santa María de Miraflores, Burgos; Museo de la Trinidad.",Tabla
194,P001291,28,"Boletín Del Museo Del Prado,",Hacia  1495,Maestro de don Álvaro de Luna,Óleo,"106,5",120,"Madrid, Convento de Nuestra Señora de los Ángeles (donación de Leonor de Mascareñas), 1564-1835; Museo de la Trinidad, 1835-1872.",Tabla
195,P002823,22,Jardín De Las Delicias,1490 - 1500,El Bosco,Grisalla,"185,8","172,5","Engelbrecht II de Nassau, 1490/1500-4; Hendrik III de Nassau, 1504-38; René de Châlon, 1538-44; Guillermo I de Orange, 1544-67; confiscado en Bruselas por Fernando Alvárez de Toledo, duque de Alba, 28 de mayo de 1568; Fernando de Toledo, hijo ilegítimo del duque de Alba, 1568-91; comprado en su almoneda por Felipe II, 1591; sexta entrega de Felipe II al monasterio de San Lorenzo del Escorial, 8 de julio de 1593; trasladado al Museo del Prado en 1933 procedente del monasterio del Escorial; por Decreto de 02-03-1943 quedó establecido su depósito en el Museo del Prado; depósito del Patrimonio Nacional perteneciente al Real Patronato del Monasterio de San Lorenzo de El Escorial",Tabla de madera de roble
196,P002971,41,"Los Apóstoles Felipe, Bartolomé, Y Matías",1490 - 1500,Maestro de la Colección Pacully,Técnica mixta,25,40,"Adquisición a José Luis Vilches Pérez, 1950.",Tabla
